# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	HEB-011-008	Ибранийларға 11:8	Етиқати болғачқа, Худа Ибраһимни униңға мирас сүпитидә бәрмәкчи болған зиминға беришқа чақирғанда, у итаәт қилди; у қәйәргә баридиғанлиғини билмәй туруп йолға чиқти.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	EXO-013-017	Мисирдин чиқиш 13:17	Амма Пирәвн хәлиқни кетишкә қойғандин кейин, Филистийләрниң зиминидики йол йеқин болсиму, Худа уларни шу йол билән башлимиди; чүнки у: «хәлқим җәңгә учрап қалса, қорқуп пушайман қилип, Мисирға йенип кетиши мүмкин» дәп ойлиған еди.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	MAR-010-045	Маркус 10:45	Чүнки Инсаноғлиму дәрвәқә шу йолда көпчилик мениң хизмитимдә болсун демәй, бәлки көпчиликниң хизмитидә болай вә җенимни пида қилиш бәдилигә нурғун адәмләрни һөрлүккә чиқирай дәп кәлди.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	ROM-001-001	Римлиқларға 1:1	Расуллуққа таллап чақирилған, Худаниң хуш хәвирини җакалашқа айрип тайинланған, Мәсиһ Әйсаниң қули болған мәнки Павлустин салам!
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	MAT-028-019	Матта 28:19	Шуниң үчүн, берип пүткүл әлләрни [өзүмгә] мухлис қилип йетиштүрүңлар, шундақла уларни Ата, Оғул вә Муқәддәс Роһниң намиға тәвә қилип чөмүлдүрүп,
Holy-Bible---Uyghur---Uyghur-Bible-Latin	JOH-003-016	Yuhanna 3:16	Chünki Xuda dunyadiki insanlarni shu qeder söyiduki, Özining birdinbir yégane Oghlini pida bolushqa berdi. Meqsiti, uninggha étiqad qilghan herbirining halak bolmay, menggülük hayatqa érishishi üchündur.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	GEN-003-024	Yaritilish 3:24	Ademni qoghliwétip, hayatliq derixige baridighan yolni muhapizet qilish üchün, u Érem béghining meshriq teripige kérublarni we töt terepke pirqiraydighan yalqunluq bir shemsherni qoyup qoydi.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	LUK-023-034	Luqa 23:34	Eysa: — I Ata, ularni kechürgin, chünki ular özining néme qiliwatqanliqini bilmeydu, — dédi. [Leshkerler] chek tashlap, uning kiyimlirini bölüshüwaldi.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	REV-021-002	Wehiy 21:2-3	Muqeddes sheherning, yeni Xudadin chiqqan, xuddi öz yigitige toy perdazlirini qilip hazirlan’ghan qizdek yéngi Yérusalémning ershtin chüshüwatqanliqni kördüm. Ershtin yuqiri kötürülgen bir awazning mundaq dégenlikini anglidim: «Mana, Xudaning makani insanlarning arisididur; U ular bilen bille makanliship turidu, ular Uning xelqi bolidu. Xuda Özimu ular bilen bille turup, ularning Xudasi bolidu.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	HEB-011-008	Ibraniylargha 11:8	Étiqadi bolghachqa, Xuda Ibrahimni uninggha miras süpitide bermekchi bolghan zémin’gha bérishqa chaqirghanda, u itaet qildi; u qeyerge baridighanliqini bilmey turup yolgha chiqti.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	EXO-013-017	Misirdin chiqish 13:17	Emma Pirewn xelqni kétishke qoyghandin kéyin, Filistiylerning zéminidiki yol yéqin bolsimu, Xuda ularni shu yol bilen bashlimidi; chünki u: «xelqim jengge uchrap qalsa, qorqup pushayman qilip, Misirgha yénip kétishi mumkin» dep oylighanidi.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	MAR-010-045	Markus 10:45	Chünki Insan’oghlimu derweqe shu yolda köpchilik méning xizmitimde bolsun démey, belki köpchilikning xizmitide bolay we jénimni pida qilish bedilige nurghun ademlerni hörlükke chiqiray dep keldi.
Holy-Bible---Uyghur---Uyghur-Bible-Latin	ROM-001-001	Rimliqlargha 1:1	Rosulluqqa tallap chaqirilghan, Xudaning xush xewirini jakarlashqa ayrip teyinlen’gen, Mesih Eysaning quli bolghan menki Pawlustin salam!
Holy-Bible---Uyghur---Uyghur-Bible-Latin	MAT-028-019	Matta 28:19	Shuning üchün, bérip pütkül ellerni [özümge] muxlis qilip yétishtürünglar, shundaqla ularni Ata, Oghul we Muqeddes Rohning namigha tewe qilip chömüldürüp,
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	JOH-003-016	Yuⱨanna 3:16	Qünki Huda dunyadiki insanlarni xu ⱪǝdǝr sɵyiduki, Ɵzining birdinbir yeganǝ Oƣlini pida boluxⱪa bǝrdi. Mǝⱪsiti, uningƣa etiⱪad ⱪilƣan ⱨǝrbirining ⱨalak bolmay, mǝnggülük ⱨayatⱪa erixixi üqündur.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	GEN-003-024	Yaritilix 3:24	Adǝmni ⱪoƣliwetip, ⱨayatliⱪ dǝrihigǝ baridiƣan yolni muⱨapizǝt ⱪilix üqün, u Erǝm beƣining mǝxriⱪ tǝripigǝ kerublarni wǝ tɵt tǝrǝpkǝ pirⱪiraydiƣan yalⱪunluⱪ bir xǝmxǝrni ⱪoyup ⱪoydi.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	LUK-023-034	Luⱪa 23:34	Əysa: — I Ata, ularni kǝqürgin, qünki ular ɵzining nemǝ ⱪiliwatⱪanliⱪini bilmǝydu, — dedi. [Lǝxkǝrlǝr] qǝk taxlap, uning kiyimlirini bɵlüxüwaldi.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	REV-021-002	Wǝⱨiy 21:2-3	Muⱪǝddǝs xǝⱨǝrning, yǝni Hudadin qiⱪⱪan, huddi ɵz yigitigǝ toy pǝrdazlirini ⱪilip ⱨazirlanƣan ⱪizdǝk yengi Yerusalemning ǝrxtin qüxüwatⱪanliⱪni kɵrdüm. Ərxtin yuⱪiri kɵtürülgǝn bir awazning mundaⱪ degǝnlikini anglidim: «Mana, Hudaning makani insanlarning arisididur; U ular bilǝn billǝ makanlixip turidu, ular Uning hǝlⱪi bolidu. Huda Ɵzimu ular bilǝn billǝ turup, ularning Hudasi bolidu.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	HEB-011-008	Ibraniylarƣa 11:8	Etiⱪadi bolƣaqⱪa, Huda Ibraⱨimni uningƣa miras süpitidǝ bǝrmǝkqi bolƣan zeminƣa berixⱪa qaⱪirƣanda, u itaǝt ⱪildi; u ⱪǝyǝrgǝ baridiƣanliⱪini bilmǝy turup yolƣa qiⱪti.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	EXO-013-017	Misirdin qiⱪix 13:17	Əmma Pirǝwn hǝlⱪni ketixkǝ ⱪoyƣandin keyin, Filistiylǝrning zeminidiki yol yeⱪin bolsimu, Huda ularni xu yol bilǝn baxlimidi; qünki u: «hǝlⱪim jǝnggǝ uqrap ⱪalsa, ⱪorⱪup puxayman ⱪilip, Misirƣa yenip ketixi mumkin» dǝp oyliƣanidi.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	MAR-010-045	Markus 10:45	Qünki Insan’oƣlimu dǝrwǝⱪǝ xu yolda kɵpqilik mening hizmitimdǝ bolsun demǝy, bǝlki kɵpqilikning hizmitidǝ bolay wǝ jenimni pida ⱪilix bǝdiligǝ nurƣun adǝmlǝrni ⱨɵrlükkǝ qiⱪiray dǝp kǝldi.
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	ROM-001-001	Rimliⱪlarƣa 1:1	Rosulluⱪⱪa tallap qaⱪirilƣan, Hudaning hux hǝwirini jakarlaxⱪa ayrip tǝyinlǝngǝn, Mǝsiⱨ Əysaning ⱪuli bolƣan mǝnki Pawlustin salam!
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	MAT-028-019	Matta 28:19	Xuning üqün, berip pütkül ǝllǝrni [ɵzümgǝ] muhlis ⱪilip yetixtürünglar, xundaⱪla ularni Ata, Oƣul wǝ Muⱪǝddǝs Roⱨning namiƣa tǝwǝ ⱪilip qɵmüldürüp,
Holy-Bible---Vietnamese---Contemporary	JOH-003-016	Giăng 3:16	Vì Đức Chúa Trời yêu thương nhân loại đến nỗi hy sinh Con Một của Ngài, để tất cả những người tin nhận Con đều không bị hư vong nhưng được sự sống vĩnh cửu.
Holy-Bible---Vietnamese---Contemporary	GEN-003-024	Sáng Thế 3:24	Khi đuổi hai người ra, Đức Chúa Trời Hằng Hữu đặt các thiên thần cầm gươm chói lòa tại phía đông vườn Ê-đen, để canh giữ con đường dẫn đến cây sự sống.
Holy-Bible---Vietnamese---Contemporary	LUK-023-034	Lu-ca 23:34	Chúa Giê-xu cầu nguyện: “Thưa Cha, xin tha tội cho họ, vì họ không biết mình làm điều gì.” Rồi bọn lính gieo súc sắc chia nhau bộ áo của Ngài.
Holy-Bible---Vietnamese---Contemporary	REV-021-002	Khải Huyền 21:2-3	Tôi thấy Giê-ru-sa-lem mới, là thành thánh từ Đức Chúa Trời trên trời xuống, sửa soạn như cô dâu trang điểm trong ngày thành hôn. Tôi nghe một tiếng lớn từ ngai nói: “Kìa, nhà của Đức Chúa Trời ở giữa loài người! Chúa sẽ sống với họ và họ sẽ làm dân Ngài. Chính Đức Chúa Trời sẽ ở giữa họ và làm Chân Thần của họ.
Holy-Bible---Vietnamese---Contemporary	HEB-011-008	Hê-bơ-rơ 11:8	Bởi đức tin, Áp-ra-ham vâng lời Chúa gọi, lên đường đến xứ mình sẽ nhận làm sản nghiệp. Ông ra đi nhưng chẳng biết sẽ về đâu.
Holy-Bible---Vietnamese---Contemporary	EXO-013-017	Xuất Hành 13:17	Sau khi Pha-ra-ôn để cho người Ít-ra-ên ra đi, Đức Chúa Trời không dẫn họ qua đất Phi-li-tin, là đường ngắn nhất để vào đất hứa. Ngài phán: “E khi dân chúng thấy chiến trận, họ sẽ đổi ý và quay lại Ai Cập chăng.”
Holy-Bible---Vietnamese---Contemporary	MAR-010-045	Mác 10:45	Vì Con Người đến trần gian không phải để cho người phục vụ, nhưng để phục vụ người, và hy sinh tính mạng cứu chuộc nhiều người.”
Holy-Bible---Vietnamese---Contemporary	ROM-001-001	Rô-ma 1:1	Đây là thư của Phao-lô, đầy tớ Chúa Cứu Thế Giê-xu, được Đức Chúa Trời chọn làm sứ đồ và ủy thác nhiệm vụ truyền giảng Phúc Âm.
Holy-Bible---Vietnamese---Contemporary	MAT-028-019	Ma-thi-ơ 28:19	Vậy, các con hãy đi dìu dắt tất cả các dân tộc làm môn đệ Ta, làm báp-tem cho họ nhân danh Cha, Con, và Chúa Thánh Linh,
Holy-Bible---Vietnamese---Vietnamese-Bible	JOH-003-016	Giăng 3:16	Vì Đức Chúa Trời yêu thương thế gian, đến nỗi đã ban Con một của Ngài, hầu cho hễ ai tin Con ấy không bị hư mất mà được sự sống đời đời.
Holy-Bible---Vietnamese---Vietnamese-Bible	GEN-003-024	Sáng Thế 3:24	Vậy, Ngài đuổi loài người ra khỏi vườn, rồi đặt tại phía đông vườn Ê-đen các thần chê-ru-bin với gươm lưỡi chói lòa, để giữ con đường đi đến cây sự sống.
Holy-Bible---Vietnamese---Vietnamese-Bible	LUK-023-034	Lu-ca 23:34	Song Đức Chúa Jêsus cầu rằng: Lạy Cha, xin tha cho họ, vì họ không biết mình làm điều gì. Đoạn, họ bắt thăm chia nhau áo xống của Ngài.
Holy-Bible---Vietnamese---Vietnamese-Bible	REV-021-002	Khải Huyền 21:2-3	Tôi cũng thấy thành thánh, là Giê-ru-sa-lem mới, từ trên trời, ở nơi Đức Chúa Trời mà xuống, sửa soạn sẵn như một người vợ mới cưới trang sức cho chồng mình. Tôi nghe một tiếng lớn từ nơi ngai mà đến, nói rằng: nầy, đền tạm của Đức Chúa Trời ở giữa loài người! Ngài sẽ ở với chúng, và chúng sẽ làm dân Ngài; chính Đức Chúa Trời sẽ ở với chúng.
Holy-Bible---Vietnamese---Vietnamese-Bible	HEB-011-008	Hê-bơ-rơ 11:8	Bởi đức tin, Aùp-ra-ham vâng lời Chúa gọi, đi đến xứ mình sẽ nhận làm cơ nghiệp: người đi mà không biết mình đi đâu.
Holy-Bible---Vietnamese---Vietnamese-Bible	EXO-013-017	Xuất Hành 13:17	Vả, khi Pha-ra-ôn tha dân Y-sơ-ra-ên đi, Đức Chúa Trời không dẫn dân ấy đi theo đường về xứ Phi-li-tin, là đường gần hơn hết, vì Ngài nói rằng: E khi dân thấy trận mạc, dời lòng trở về xứ Ê-díp-tô chăng.
Holy-Bible---Vietnamese---Vietnamese-Bible	MAR-010-045	Mác 10:45	Vì Con người đã đến không phải để người ta hầu việc mình, song để hầu việc người ta, và phó sự sống mình làm giá chuộc cho nhiều người.
Holy-Bible---Vietnamese---Vietnamese-Bible	ROM-001-001	Rô-ma 1:1	Phao-lô, tôi tớ của Đức Chúa Jêsus Christ, được gọi làm sứ đồ, để riêng ra đặng giảng Tin Lành Đức Chúa Trời, -
Holy-Bible---Vietnamese---Vietnamese-Bible	MAT-028-019	Ma-thi-ơ 28:19	Vậy, hãy đi dạy dỗ muôn dân, hãy nhân danh Đức Cha, Đức Con, và Đức Thánh Linh mà làm phép báp tem cho họ,
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	JOH-003-016	Giăng 3:16	Vì Ðức Chúa Trời yêu thương thế gian, đến nỗi đã ban Con một của Ngài, hầu cho hễ ai tin Con ấy không bị hư mất mà được sự sống đời đời.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	GEN-003-024	Sáng Thế 3:24	Vậy, Ngài đuổi loài người ra khỏi vườn, rồi đặt tại phía đông vườn Ê-đen các thần chê-ru-bin với gươm lưỡi chói lòa, để giữ con đường đi đến cây sự sống.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	LUK-023-034	Lu-ca 23:34	Song Ðức Chúa Jêsus cầu rằng: Lạy Cha, xin tha cho họ, vì họ không biết mình làm điều gì. Ðoạn, họ bắt thăm chia nhau áo xống của Ngài.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	REV-021-002	Khải Huyền 21:2-3	Tôi cũng thấy thành thánh, là Giê-ru-sa-lem mới, từ trên trời, ở nơi Ðức Chúa Trời mà xuống, sửa soạn sẵn như một người vợ mới cưới trang sức cho chồng mình. Tôi nghe một tiếng lớn từ nơi ngai mà đến, nói rằng: nầy, đền tạm của Ðức Chúa Trời ở giữa loài người! Ngài sẽ ở với chúng, và chúng sẽ làm dân Ngài; chính Ðức Chúa Trời sẽ ở với chúng.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	HEB-011-008	Hê-bơ-rơ 11:8	Bởi đức tin, Áp-ra-ham vâng lời Chúa gọi, đi đến xứ mình sẽ nhận làm cơ nghiệp: người đi mà không biết mình đi đâu.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	EXO-013-017	Xuất Hành 13:17	Vả, khi Pha-ra-ôn tha dân Y-sơ-ra-ên đi, Ðức Chúa Trời không dẫn dân ấy đi theo đường về xứ Phi-li-tin, là đường gần hơn hết, vì Ngài nói rằng: E khi dân thấy trận mạc, dời lòng trở về xứ Ê-díp-tô chăng.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	MAR-010-045	Mác 10:45	Vì Con người đã đến không phải để người ta hầu việc mình, song để hầu việc người ta, và phó sự sống mình làm giá chuộc cho nhiều người.
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	ROM-001-001	Rô-ma 1:1	Phao-lô, tôi tớ Ðức Chúa Trời, được gọi làm sứ đồ, để riêng ra đặng giảng Tin Lành Ðức Chúa Trời,
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	MAT-028-019	Ma-thi-ơ 28:19	Vậy, hãy đi dạy dỗ muôn dân, hãy nhơn danh Ðức Cha, Ðức Con, và Ðức Thánh Linh mà làm phép báp tem cho họ,
Holy-Bible---Vwanji---Vwanji-Bible	JOH-003-016	Yohani 3:16	UNguluve avaghanile fijo avanu va muiisi muno, fye nambe akantavula umwanaake juno ali jumo mwene kuuti umuunhu ghweni juno ikumwitika aleke pisova looli aave nu vwumi uvwa kuvusila kusila.
Holy-Bible---Vwanji---Vwanji-Bible	GEN-003-024		
Holy-Bible---Vwanji---Vwanji-Bible	LUK-023-034	Luuka 23:34	uYesu akam'bula, “Nhaata uvasaghile ulwakuva sino vivomba navasitaghinie “. voope vakatova ulusudolekughava amenda ghake.
Holy-Bible---Vwanji---Vwanji-Bible	REV-021-002	Ulusetulilo 21:2-3	Nikalivweene ilikaja ilyimike, Yerusalemu imia, jino jikisile pasi pa iisi kuhuma kukyanya kwa Nguluve, lino likaling'anisivue hweene mumama juno anoghile vwimila vwa mughosi. ghwa mwene. Nikapulike ilisio ilivaha kuhuma kukitengo ikya vutua likatisagha, “Lolagha! Uvukalo vwa Nguluve vulipalikimo na vaanhu, juno umwene ikukala palikimo na veene. Viva vaanhu va mweene, nu Nguluve jujuo iva naveene kange iva Nguluve ghwa vanave.
Holy-Bible---Vwanji---Vwanji-Bible	HEB-011-008	Vaebrania 11:8	Jingave ku lwitiko kuti uIbulahimu, pano alya kemelilue akitika na piluta pakighavo pano panobakanoghile kukwupila ndavule uvuhasi. Akahumile kisila kukagula kukighavo kiki kinoalyale iluta.
Holy-Bible---Vwanji---Vwanji-Bible	EXO-013-017		
Holy-Bible---Vwanji---Vwanji-Bible	MAR-010-045	Malika 10:45	Na juune ne Mwana ghwa Muunhu nanilisile kuvombelua, looli nilisile kukuvavombela avange na kuhumia uvwumi vwango kuuti nivavange vinga.”
Holy-Bible---Vwanji---Vwanji-Bible	ROM-001-001	varumi 1:1	uPaulo unsung'ua ghwa Yesu Kilisite, juno akemhelilue kuva nsung'ua, na kubaghulua vwimila ilivangili lya Nguluve.
Holy-Bible---Vwanji---Vwanji-Bible	MAT-028-019	Mataayi 28:19	Lino, mulutaghe muvalungikaghe avaanhu mu iisi sooni, vaave vavulanisivua vango, muvofughaghe mu litavua ilya Nhaata, ni lya Mwanaake ni lya Nhepo u Mwimike.
