Strongs numbers in lexicon, but not in tagged texts, SEEMS LIKE TOO MANY!
===

G33	ἄγε	to lead	
G20886	παραβαπτιστής	impostor	
G20887	παραβασιλεύω	to commit treason	
G20888	παραγώνιος	adjacent to an angle	
G20889	παραδειγματισμός	military reprimand	
G20890	παραδειπνίζω	to cause to dine	
G20891	παράθεμα	appendage	
G20892	παρακαθεύδω	to keep watch by	
G20893	παρακάλυμμα	excuse, pretext	
G20894	παρακλείω	to shut up	
G20895	παρακλίνω	to avoid	
G20896	παραναγιγνώσκω	to read publicly	
G20897	παρανακλίνω	to lay beside	
G20898	παραπλαγιάζω	to present oneself obliquely	
G20899	παραριθμέω	to cheat	
G20900	παραρρέγχω	near	
G20901	παραστήκω	to preside	
G20902	παρασυλλογιστικός	fallacious	
G20903	παρασφαλίζω	to fortify next in order	
G20904	παραχωρέω	to flow	
G20905	παρδάλειος	like a pard	
G20906	παρεγκλίνω	to incline	
G20907	παρεισπορεύομαι	enter	
G20908	παρεκλείπω	to fail	
G20909	παρελέγχω	to rebuke	
G20910	παρέλκω	be derived	
G20911	παρεμπίπτω	be included in one form	
G20912	παρέξω	outside	
G20913	παρεπιδείκνυμι	exhibit out of season, make a display	
G20914	παρθενεία	maiden song	
G20915	παροδοποιέω	to make a side-road	
G20916	πάροδος	passing by	
G20917	παροιμιάζω	to make proverbial	
G20918	παρόρασις	overlooking	
G20919	παρπεπιθών	to beguile	
G20920	παρρησιαστικός	outspoken	
G20921	παρωθέω	to deny	
G20922	πεδήτης	one fettered, prisoner	
G20923	πέλμα	stalk	
G20924	πελματόομαι	become worn in the sole	
G20925	πενέω	be poor	
G20926	πενταπέτηλον	wild rose	
G20927	πεντάπλοκος	five times twisted	
G20928	πεντάπολις	league of five cities	
G20930	πεντηκοντατέσσαρες	fifty-four	
G20931	περάτηθεν	from the far side	
G20932	περιαγκωνίζω	to tie the hands behind the back	
G20933	περιαντλέω	be completely drowned	
G20934	περιάργυρος	set in silver	
G20935	περιβιόω	to keep alive	
G20936	περιβόητος	utter frantic cries	
G20937	περιβώμιος	space round a	
G20938	περίγλυφον	carved figure	
G20939	περιδιπλόω	to wrap round	
G20940	περικαίω	to inflame	
G20941	περικατάληπτος	detected	
G20942	περικλάω	to break	
G20943	περικομπέω	to declare loudly	
G20944	περικρατέω	be mastered, cured	
G20945	περιλακίζω	to rend all round	
G20946	περίλημμα	embrace	
G20947	περιξύω	to scrape round	
G20948	περιπαθής	pathetic, heartrending	
G20949	περιπιλέω	to cover thick all round	
G20950	περιπόθητος	much-beloved	
G20951	περιρραντίζω	to sprinkle	
G20952	περιρρέω	to surround	
G20953	περισθενής	exceeding strong	
G20954	περισκέλια	drawers	
G20955	περισκυθίζω	to scalp in Scythian fashion	
G20956	περιστερίδιον	small pidgeon	
G20957	περιστέφω	to enwreathe	
G20958	περιστροφή	whorls	
G20959	περιτήκω	to cover with a coat	
G20960	περίφρων	despising	
G20961	περιφυτεύω	to plant round about	
G20962	περιχαλάω	to relax all round	
G20963	περιψύχω	to refresh	
G20964	πέρνημι	renaid	
G20965	πεταλόω	plates	
G20966	πέτασος	baldacchino	
G20967	πηδαλιουχέω	to govern	
G20968	πηλουργός	working in clay	
G20969	πήσσω	to pitch (a tent)	
G20970	πιμπλάω	multitude	
G20971	πιστοποιέω	to confirm	
G20972	πλεοναστέον	one must use in abundance	
G20973	πλεύμων	lungs	
G20974	πληθύς	plebs	
G20975	πληθύω	to multiply	
G20976	πλινθεῖον	-casing	
G20977	πολεμοτροφέω	to maintain war	
G20978	πολεμόω	be made an enemy of	
G20979	πολιτευτής	statesman	
G20980	πολυετής	keeping for many years	
G20981	πολυημερεύω	to attain length of days	
G20982	πολυκέφαλος	the hissing of the serpents round the Gorgon's head	
G20983	πολύορκος	swearing much	
G20984	πολύπαις	with many children	
G20985	πολυπειρία	great experience	
G20986	πολύπειρος	much-experienced	
G20987	πολυπλάσιος	many times	
G20988	πολυπλήθεια	number	
G20989	πολύφροντις	full of thought	
G20990	πονήρευμα	condition	
G20991	ποντόβροχος	drowned in the sea	
G20992	πορευτός	going, travelling	
G20993	πόρπη	hair-clasp	
G20994	πραγματικός	troublesome, formidable	
G20995	προαλής	rather rashly	
G20996	προαναμέλπω	to sing before	
G20997	προαναπληρόω	to fulfil before	
G20998	προβασανίζω	to torture before	
G20999	προβασκάνιον	muttonium	
G21000	προβλής	forelands, headlands	
G21001	πρόβλητος	spread, beaten out	
G21002	προγονικός	ancestral	
G21003	προενέχομαι	be involved in before	
G21004	προεξαποστέλλω	to send out before	
G21005	προήγορος	defender, advocate	
G21006	προήκω	to extend	
G21007	προθερίζω	to reap first	
G21008	πρόκαιρος	prematurely	
G21009	προκακόομαι	be afflicted before	
G21010	προκατασκευάζω	to prepare before	
G21011	προκατασκιρρόομαι	inveterate	
G21012	προκαταχωρίζω	to set down first	
G21013	πρόκρημνος	overhanging, beetling	
G21014	πρόμαχος	cake	
G21015	προμηνύω	to predict	
G21016	προνουμηνία	the day before a new moon	
G21017	προοδηγός	one who goes before to show the way	
G21018	προπορευτής	vanguard	
G21019	προπράσσω	to preempt	
G21020	προπτύω	to spit out	
G21021	πρόπτωσις	degeneration	
G21022	προσαναλέγω	to recount	
G21023	προσαναπαύω	to find rest in	
G21024	προσανατρέπω	to overturn besides	
G21025	προσανοικοδομέομαι	be added for edification	
G21026	προσαξιόω	to demand	
G21027	προσαποστέλλω	to dispatch besides	
G21028	προσαπωθέω	to reject	
G21029	προσαρτίως	lately	
G21030	προσγελάω	to smile upon	
G21031	προσγράφω	to write	
G21033	προσεμβριμάομαι	threaten besides	
G21034	προσεμπυρίζω	to burn through	
G21035	προσενέχομαι	be holden by, in the grip of	
G21036	προσεξηγέομαι	relate besides	
G21037	προσεπικατατείνω	to strain	
G21038	προσεπιτιμάω	to reproach	
G21039	προσημειόομαι	be noted before	
G21040	προσκαταβαίνω	to go down to meet	
G21041	προσκατατείνω	to extend	
G21042	προσκήνιον	painted scenery at the back of the stage	
G21043	πρόσκλησις	invocation	
G21044	προσοδύρομαι	lament beside	
G21045	προσονομάζω	be surnamed	
G21046	προσοχή	putting to land	
G21047	προσοχυρόω	to strengthen	
G21048	προσπάσσω	to sprinkle upon	
G21049	προσπυρόω	to kindle incense	
G21050	προσταγή	an order	
G21051	προσταράσσω	to trouble further	
G21052	πρόστιμον	licence-fee	
G21053	προσυμνέω	to celebrate in song as well	
G21054	προσυστέλλομαι	be drawn up beforehand	
G21055	προσυφόω	to raise still higher	
G21056	προσφύω	to cling fast	
G21057	πρόσχεσις	obtutus)	
G21058	προσχράομαι	abuse	
G21059	προσωθέω	to push	
G21060	προσωπεῖον	person	
G21061	προϋποτάσσω	to place before	
G21062	προϋφίσταμαι	antecedents	
G21063	προφανής	conspicuous, extraordinary	
G21064	προχαλάω	be loosed beforehand	
G21065	πρόχωμα	dam	
G21066	πρύτανις	president	
G21067	πρωϊζός	yesterday	
G21068	πρωτοκλήσια	coronation festival	
G21069	πρωτοκουρία	first shearing	
G21070	πρωτόπλαστος	first-formed	
G21071	πτίλος	lippus	
G21072	πτοία	excitement	
G21073	πυροβόλος	arrows tipped with fire	
G21074	πυρροπτέρυξ	red-winged	
G21075	πυρώτερος	redder	
G21076	ῥαβδίον	pointer	
G21077	ῥανίς	drop, spot	
G21078	ῥεμβάς	roving	
G21079	ῥοδοφόρος	bearing roses	
G21080	ῥῦσις	deliverance	
G21081	ῥώξ	entrance	
G21082	ῥωποπώλης	vendor	
G21084	σαγή	padding	
G21085	σανίδωμα	table	
G21086	σατάνειος	medlar	
G21087	σβεστικός	quenching	
G21088	σέβημα	act of worship	
G21089	Σειρήνειος	bewitching	
G21090	σεῖσμα	extortions	
G21091	σηκός	weight	
G21092	σήπη	decay	
G21093	σθένω	be able	
G21094	σιγηρός	silence	
G21095	σιδηροδέσμος	with bonds of iron	
G21096	σιτοδοτεία	provision	
G21097	σκέπασις	protection	
G21098	σκεύασις	food preparation	
G21099	σκεύασμα	furniture	
G21100	σκευαστής	preparer	
G21101	σκήνωσις	dwelling in one	
G21102	σκιαγράφος	perspective-painter, scene-painter	
G21103	σκληρόπους	hard-footed	
G21104	σκοπεύω	to watch out	
G21105	σκορακισμός	contumely	
G21106	σκορπίδιον	small scorpion	
G21107	σκοτεία	darkness	
G21108	σκυβαλίζω	to reject contemptuously	
G21109	σκυλεία	despoiling, plundering	
G21110	σκυλμός	expenditure of effort, trouble	
G21111	σκῶλος	evil, ruin	
G21112	σπάλαξ	meadow-saffron, Colchicum parnassicum	
G21113	σπάνις	craving	
G21114	σπασμός	drawing	
G21115	σπατάλη	bracelet	
G21116	σπειρηδόν	in maniples, manipulatim	
G21117	σπλαγχνισμός	a feeding on the inwards of a sacrifice	
G21118	σπλαγχνοφάγος	eating the	
G21119	σποδόομαι	with ashes	
G21120	σταθμικός	by weight	
G21121	στεατοκήλη	sebaceous formation in the scrotum	
G21122	στέγος	brothel	
G21123	στειρόω	to make barren	
G21124	στέργω	to desire	
G21125	στερεοειδής	of solid nature	
G21126	στερέωσις	obstinacy	
G21127	στεφανηφορέω	be a	
G21128	στηθιστήρ	poitrel	
G21129	στήλωσις	recording on a tablet	
G21130	στιμμίζω	to apply any eye-salve	
G21131	στιππύϊνος	made of tow	
G21132	στιππύον	hemp	
G21133	στιχίζω	to arrange	
G21134	στοιχιαῖος	course	
G21135	στομίς	a bit (of a horse)	
G21136	στόμωμα	a scale which flies from hammered iron	
G21137	στόρνυμι	strew.	
G21138	στραγγαλάω	to strangle	
G21139	στραγγαλίς	induration	
G21140	στραγγεύομαι	agino	
G21141	στρατηγέω	be general	
G21142	στρατηγία	province governed by a	
G21143	στρέβλη	torture	
G21144	στρεβλωτήριος	rack	
G21145	στρυφαλίς	cheese	
G21146	στρύχνον	winter cherry	
G21147	συγγελάω	to laugh with	
G21149	συγγυμνασία	experience, training	
G21150	συγκαταγηράσκω	to age together	
G21151	συγκατακλείω	to enclose together	
G21152	συγκεντέω	to pierce	
G21153	συγκεραστός	a mixed drink, aqua calda	
G21154	συγκεραυνόω	to thunder-strike	
G21155	συγκληρονομέω	be joint-heir	
G21156	συγκρουσμός	collision	
G21157	συγκτίζω	be created along with	
G21158	συγχρονίζω	be contemporaneous	
G21159	συζυγής	conjugate	
G21160	σύζωμα	girdle	
G21161	σύκειον	useless	
G21162	συκών	fig-yard	
G21163	συλλοχάω	to ambush	
G21164	συλλοχισμός	musterroll, census	
G21165	συλλύω	to rest under the same roof.	
G21166	συμβίωσις	club, society	
G21167	συμβιωτής	confidants	
G21168	συμβολοφύλαξ	keeper of receipts	
G21169	συμβουλευτής	-senator	
G21170	συμβραβεύω	be assessor with	
G21171	συμμαίνομαι	be mad together, join in madness	
G21172	συμμένω	to hold together	
G21173	συμμιαίνω	to defile together with	
G21174	συμμισοπονηρέω	to feel common hatred of what is bad	
G21175	συμμολύνω	to disgrace together	
G21176	σύμπορος	accompanying	
G21177	συμποσία	drinking together	
G21178	συμπροπορεύομαι	travel forward with	
G21179	συμφλογίζω	to burn together	
G21180	συμφρονέω	to bring together in thought	
G21181	σύναγμα	gravel in the kidneys	
G21182	συναναστρέφω	to wrestle with	
G21183	συναναστροφή	living with, intercourse	
G21184	συναποκλείω	to shut up altogether	
G21185	συναποκρύπτω	to conceal together	
G21186	συνδάκνω	to bite together	
G21187	σύνδειπνος	members of a dining-club	
G21188	συνεῖπον	arranged	
G21189	συνεκκεντέω	to stab at once	
G21190	συνεκτρίβω	to destroy utterly together	
G21191	συνέλευσις	stronghold	
G21192	συνερίζω	to contend together	
G21193	συνευφράζομαι	counsel well with	
G21194	συνίσσεις	recommendation	
G21195	συνοδυνάομαι	suffer pain with	
G21196	συνοράω	to decide	
G21197	συνουσιασμός	licentiousness	
G21198	συρίσδω	to pipe	
G21199	συρρέμβομαι	roam together	
G21200	συσκήνιος	tent-mate	
G21201	συσσύρω	to sweep along with one	
G21202	σύστημα	machine, apparatus	
G21203	συστροφία	familiarity	
G21204	σφηκίας	beam	
G21205	σφήν	an instrument of torture	
G21206	σφιγγία	greed	
G21207	σφυρωτήρ	leather thong, shoe-latchet	
G21208	σχεδιάζω	to act with insufficient care	
G21209	σχῖνος	mastich, Pistacia Lentiscus	
G21210	σωματοφύλαξ	protecting the body	
G21211	σωρηδόν	in arithmetical progression	
G21212	σῶς	safe, sure, certain	
G21213	ταμιεῖον	chamber, closet	
G21214	ταπεινότης	meanness	
G21215	Ταρταρόπαις	child of Tartarus	
G21216	Ταρτησσός	Tarshish	
G21217	ταχύνοια	sagacity	
G21218	ταχύρρωστος	swift-rushing, swift-flying	
G21219	ταώς	tukkîyîm	
G21220	τεκνοφόνος	child-murdering	
G21221	τέκταινα	carpenter	
G21222	τελεσφόρος	sorceress	
G21223	τελίσκω	to dedicate	
G21224	τελωνέω	to collect taxes	
G21225	τερατοποιός	wonders	
G21226	τετραμερής	quadripartite	
G21227	τετραπλῇ	in a fourfold manner, fourfold	
G21228	τεῦχος	masonry, fabric	
G21229	τεχνῖτις	courtesan	
G21230	τηγανίζω	to fry	
G21231	τηλαύγεια	splendour	
G21232	τιθηνία	nursing	
G21233	τιθηνόκομον	nursing	
G21234	τιμωρητής	avenger	
G21235	τινάσσω	to quake	
G21236	τοκοπράκτωρ	one who exacts interest	
