# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 1452460     
# File Date: 02/20/2021 19:25:59
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS
#		Strong's number
#	WORD
#		Hebrew word
#	TRANS
#		Transliterated word
#	PRONOUNCE
#		Pronunciation
#	LANG
#		Language
#	MORPH
#		Part of speech
#	DEF
#		Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
H6485	פָּקַד	pâqad	paw-kad'	heb	Verb	a primitive root; to visit (with friendly or hostile intent); by analogy, to oversee, muster, charge, care for, miss, deposit, etc.; appoint, [idiom] at all, avenge, bestow, (appoint to have the, give a) charge, commit, count, deliver to keep, be empty, enjoin, go see, hurt, do judgment, lack, lay up, look, make, [idiom] by any means, miss, number, officer, (make) overseer, have (the) oversight, punish, reckon, (call to) remember(-brance), set (over), sum, [idiom] surely, visit, want.
H6486	פְּקֻדָּה	pᵉquddâh	pek-ood-daw'	heb	Noun Feminine	feminine passive participle of פָּקַד; visitation (in many senses, chiefly official); account, (that have the) charge, custody, that which...laid up, numbers, office(-r), ordering, oversight, [phrase] prison, reckoning, visitation.
H6487	פִּקָּדוֹן	piqqâdôwn	pik-kaw-done'	heb	Noun Masculine	from פָּקַד; a deposit; that which was delivered (to keep), store.
H6488	פְּקִדֻת	pᵉqiduth	pek-ee-dooth'	heb	Noun Feminine	from פָּקִיד; supervision; ward.
H6489	פְּקוֹד	Pᵉqôwd	pek-ode'	x-pn	Proper Name	from פָּקַד; punishment; Pekod, a symbolic name for Babylon; Pekod.
H6490	פִּקּוּד	piqqûwd	pik-kood'	heb	Noun Masculine	or פִּקֻּד; from פָּקַד; properly, appointed, i.e. a mandate (of God; plural only, collectively, for the Law); commandment, precept, statute.
H6491	פָּקַח	pâqach	paw-kakh'	heb	Verb	a primitive root; to open (the senses, especially the eyes); figuratively, to be observant; open.
H6492	פֶּקַח	Peqach	peh'-kakh	x-pn	Proper Name Masculine	from פָּקַח; watch; Pekach, an Israelite king; Pekah.
H6493	פִּקֵּחַ	piqqêach	pik-kay'-akh	heb	Adjective	from פָּקַח; clear-sighted; figuratively, intelligent; seeing, wise.
H6494	פְּקַחְיָה	Pᵉqachyâh	pek-akh-yaw'	x-pn	Proper Name Masculine	from פָּקַח and יָהּ; Jah has observed; Pekachjah, an Israelite king; Pekahiah.
H6495	פְּקַח־קוֹחַ	pᵉqach-qôwach	pek-akh-ko'-akh	heb	Noun Masculine	from פָּקַח redoubled; opening (of a dungeon), i.e. jail-delivery (figuratively, salvation for sin); opening of the prison.
H6496	פָּקִיד	pâqîyd	paw-keed'	heb	Noun Masculine	from פָּקַד; a superintendent (civil, military or religious); which had the charge, governor, office, overseer, (that) was set.
H6497	פֶּקַע	peqaʻ	peh'-kah	heb	Noun Masculine	from an unused root meaning to burst; only used as an architectural term of an ornament similar to פַּקֻּעָה,; a semi-globe; knop.
H6498	פַּקֻּעָה	paqquʻâh	pak-koo-aw'	heb	Noun Feminine	from the same as פֶּקַע; the wild cucumber (from splitting open to shed its seeds); gourd.
H6499	פַּר	par	par	heb	Noun Masculine	or פָּר; from פָּרַר; a bullock (apparently as breaking forth in wild strength, or perhaps as dividing the hoof); ([phrase] young) bull(-ock), calf, ox.
H6500	פָּרָא	pârâʼ	paw-raw'	heb	Verb	a primitive root; to bear fruit; be fruitful.
H6501	פֶּרֶא	pereʼ	peh'-reh	heb	Noun Masculine	or פֶּרֶה; (Jeremiah 2:24), from פָּרָא in the secondary sense of running wild; the onager; wild (ass).
H6502	פִּרְאָם	Pirʼâm	pir-awm'	x-pn	Proper Name Masculine	from פֶּרֶא; wildly; Piram, a Canaanite; Piram.
H6503	פַּרְבָּר	Parbâr	par-bawr'	x-pn	Proper Name Location	or פַּרְוָר; of foreign origin; Parbar or Parvar, a quarter of Jerusalem; Parbar, suburb.
H6504	פָּרַד	pârad	paw-rad'	heb	Verb	a primitive root; to break through, i.e. spread or separate (oneself); disperse, divide, be out of joint, part, scatter (abroad), separate (self), sever self, stretch, sunder.
H6505	פֶּרֶד	pered	peh'-red	heb	Noun Masculine	from פָּרַד; a mule (perhaps from his lonely habits); mule.
H6506	פִּרְדָּה	pirdâh	pir-daw'	heb	Noun Feminine	feminine of פֶּרֶד; a she-mule; mule.
H6507	פְּרֻדָה	pᵉrudâh	per-oo-daw'	heb	Noun Feminine	feminine passive participle of פָּרַד; something separated, i.e. a kernel; seed.
H6508	פַּרְדֵּס	pardêç	par-dace'	heb	Noun Masculine	of foreign origin; a park; forest, orchard.
H6509	פָּרָה	pârâh	paw-raw'	heb	Verb	a primitive root; to bear fruit (literally or figuratively); bear, bring forth (fruit), (be, cause to be, make) fruitful, grow, increase.
H6510	פָּרָה	pârâh	paw-raw'	heb	Noun Feminine	feminine of פַּר; a heifer; cow, heifer, kine.
H6511	פָּרָה	Pârâh	paw-raw'	x-pn	Proper Name Location	the same as פָּרָה; Parah, a place in Palestine; Parah.
H6512	פֵּרָה	pêrâh	pay-raw'	heb	Noun Feminine	from פּוּר; a hole (as broken, i.e. dug); [phrase] mole. Compare חֲפֹר.
H6513	פֻּרָה	Purâh	poo-raw'	x-pn	Proper Name Masculine	for פְּאֹרָה; foliage; Purah, an Israelite; Phurah.
H6514	פְּרוּדָא	Pᵉrûwdâʼ	per-oo-daw'	x-pn	Proper Name Masculine	or פְּרִידָא; from פָּרַד; dispersion; Peruda or Perida, one of 'Solomon's servants'; Perida, Peruda.
H6515	פָּרוּחַ	Pârûwach	paw-roo'-akh	x-pn	Proper Name Masculine	passive participle of פָּרַח; blossomed; Paruach, an Israelite; Paruah.
H6516	פַּרְוַיִם	Parvayim	par-vah'-yim	x-pn	Proper Name Location	of foreign origin; Parvajim, an Oriental region; Parvaim.
H6517	פָּרוּר	pârûwr	paw-roor'	heb	Noun Masculine	passive participle of פָּרַר in the sense of spreading out (compare פָּרַח); a skillet (as flat or deep); pan, pot.
H6518	פָּרָז	pârâz	paw-rawz'	heb	Noun Masculine	from an unused root meaning to separate, i.e.; decide; a chieftain; village.
H6519	פְּרָזָה	pᵉrâzâh	per-aw-zaw'	heb	Noun Feminine	from the same as פָּרָז; an open country; (unwalled) town (without walls), unwalled village.
H6520	פְּרָזוֹן	pᵉrâzôwn	per-aw-zone'	heb	Noun Masculine	from the same as פָּרָז; magistracy, i.e. leadership (also concretely, chieftains); village.
H6521	פְּרָזִי	pᵉrâzîy	per-aw-zee'	heb	Noun Masculine	or פְּרוֹזִי; from פְּרָזָה; a rustic; village.
H6522	פְּרִזִּי	Pᵉrizzîy	per-iz-zee'	x-pn	Adjective	for פְּרָזִי; inhabitant of the open country; a Perizzite, one of the Canaanitish tribes; Perizzite.
H6523	פַּרְזֶל	parzel	par-zel'	arc	Noun Masculine	(Aramaic) corresponding to בַּרְזֶל; iron; iron.
H6524	פָּרַח	pârach	paw-rakh'	heb	Verb	a primitive root; to break forth as a bud, i.e. bloom; generally, to spread; specifically, to fly (as extending the wings); figuratively, to flourish; [idiom] abroad, [idiom] abundantly, blossom, break forth (out), bud, flourish, make fly, grow, spread, spring (up).
H6525	פֶּרַח	perach	peh'-rakh	heb	Noun Masculine	from פָּרַח; a calyx (natural or artificial); generally, bloom; blossom, bud, flower.
H6526	פִּרְחַח	pirchach	pir-khakh'	heb	Noun Masculine	from פָּרַח; progeny, i.e. a brood; youth.
H6527	פָּרַט	pâraṭ	paw-rat'	heb	Verb	a primitive root; to scatter words, i.e. prate (or hum); chant.
H6528	פֶּרֶט	pereṭ	peh'-ret	heb	Noun Masculine	from פָּרַט; a stray or single berry; grape.
H6529	פְּרִי	pᵉrîy	per-ee'	heb	Noun Masculine	from פָּרָה; fruit (literally or figuratively); bough, (first-)fruit(-ful), reward.
H6530	פְּרִיץ	pᵉrîyts	per-eets'	heb	Noun Masculine	from פָּרַץlemma פּרַץ missing vowel, corrected to פָּרַץ; violent, i.e. a tyrant; destroyer, ravenous, robber.
H6531	פֶּרֶךְ	perek	peh'-rek	heb	Noun Masculine	from an unused root meaning to break apart; fracture, i.e. severity; cruelty, rigour.
H6532	פֹּרֶכֶת	pôreketh	po-reh'-keth	heb	Noun Feminine	feminine active participle of the same as פֶּרֶךְ; a separatrix, i.e. (the sacred) screen; vail.
H6533	פָּרַם	pâram	paw-ram'	heb	Verb	a primitive root; to tear; rend.
H6534	פַּרְמַשְׁתָּא	Parmashtâʼ	par-mash-taw'	x-pn	Proper Name Masculine	of Persian origin; Parmashta, a son of Haman; Parmasta.
H6535	פַּרְנַךְ	Parnak	par-nak'	x-pn	Proper Name Masculine	of uncertain derivation; Parnak, an Israelite; Parnach.
H6536	פָּרַס	pâraç	paw-ras'	heb	Verb	a primitive root; to break in pieces, i.e. (usually without violence) to split, distribute; deal, divide, have hoofs, part, tear.
H6537	פְּרַס	pᵉraç	per-as'	arc		(Aramaic) corresponding to פָּרַס; to split up; divide, (U-) pharsin.
H6538	פֶּרֶס	pereç	peh'-res	heb	Noun Masculine	from פָּרַס; a claw; also a kind of eagle; claw, ossifrage.
H6539	פָּרַס	Pâraç	paw-ras'	x-pn	Proper Name	of foreign origin; Paras (i.e. Persia), an Eastern country, including its inhabitants; Persia, Persians.
H6540	פָּרַס	Pâraç	paw-ras'	arc	Proper Name	(Aramaic) corresponding to פָּרַס; {Paras (i.e. Persia), an Eastern country, including its inhabitants}; Persia, Persians.
H6541	פַּרְסָה	parçâh	par-saw'	heb	Noun Feminine	feminine of פֶּרֶס; a claw or split hoof; claw, (cloven-) footed, hoof.
H6542	פַּרְסִי	Parçîy	par-see'	x-pn	Adjective	patrial from פָּרַס; a Parsite (i.e. Persian), or inhabitant of Peres; Persian.
H6543	פַּרְסִי	Parçîy	par-see'	arc	Adjective	(Aramaic) corresponding to פַּרְסִי; {a Parsite (i.e. Persian), or inhabitant of Peres}; Persian.
H6544	פָּרַע	pâraʻ	paw-rah'	heb	Verb	a primitive root; to loosen; by implication, to expose, dismiss; figuratively, absolve, begin; avenge, avoid, bare, go back, let, (make) naked, set at nought, perish, refuse, uncover.
H6545	פֶּרַע	peraʻ	peh'-rah	heb	Noun Masculine	from פָּרַע; the hair (as dishevelled); locks.
H6546	פַּרְעָה	parʻâh	par-aw'	heb	Noun Masculine	feminine of פֶּרַע (in the sense of beginning); leadership (plural concretely, leaders); [phrase] avenging, revenge.
H6547	פַּרְעֹה	Parʻôh	par-o'	x-pn	Noun Masculine	of Egyptian derivation; Paroh, a general title of Egyptian kings; Pharaoh.
H6548	פַּרְעֹה חׇפְרַע	Parʻôh Chophraʻ	par-o' khof-rah'	x-pn	Proper Name Masculine	of Egyptian derivation; Paroh-Chophra, an Egyptian king; Pharaoh-hophra.
H6549	פַּרְעֹה נְכֹה	Parʻôh Nᵉkôh	par-o' nek-o'	x-pn	Proper Name Masculine	or פַּרְעֹה נְכוֹ; of Egyptian derivation; Paroh-Nekoh (or -Neko), an Egyptian king; Pharaoh-necho, Pharaohnechoh.
H6550	פַּרְעֹשׁ	parʻôsh	par-oshe'	heb	Noun Masculine	probably from פָּרַע and עָשׁ; a flea (as the isolated insect); flea.
H6551	פַּרְעֹשׁ	Parʻôsh	par-oshe'	x-pn	Proper Name Masculine	the same as פַּרְעֹשׁ; Parosh, the name of our Israelite; Parosh, Pharosh.
H6552	פִּרְעָתוֹן	Pirʻâthôwn	pir-aw-thone'	x-pn	Proper Name Location	from פַּרְעָה; chieftaincy; Pirathon, a place in Palestine; Pirathon.
H6553	פִּרְעָתוֹנִי	Pirʻâthôwnîy	pir-aw-tho-nee'	x-pn		or פִּרְעָתֹנִי; patrial from פִּרְעָתוֹן; a Pirathonite or inhabitant of Pirathon; Pirathonite.
H6554	פַּרְפַּר	Parpar	par-par'	x-pn	Proper Name	probably from פָּרַר in the sense of rushing; rapid; Parpar, a river of Syria; Pharpar.
H6555	פָּרַץ	pârats	paw-rats'	heb	Verb	lemma פּרַץ missing vowel, corrected to פָּרַץ; a primitive root; to break out (in many applications, direct and indirect, literal and figurative); [idiom] abroad, (make a) breach, break (away, down, -er, forth, in, up), burst out, come (spread) abroad, compel, disperse, grow, increase, open, press, scatter, urge.
H6556	פֶּרֶץ	perets	peh'-rets	heb	Noun Masculine	from פָּרַץlemma פּרַץ missing vowel, corrected to פָּרַץ; a break (literally or figuratively); breach, breaking forth (in), [idiom] forth, gap.
H6557	פֶּרֶץ	Perets	peh'-rets	x-pn	Proper Name Masculine	the same as פֶּרֶץ; Perets, the name of two Israelites; Perez, Pharez.
H6558	פַּרְצִי	Partsîy	par-tsee'	x-pn	Adjective	patronymically from פֶּרֶץ; a Partsite (collectively) or descendants of Perets; Pharzites.
H6559	פְּרָצִים	pᵉrâtsîym	per-aw-tseem'	x-pn	Proper Name Location	plural of פֶּרֶץ; breaks; Peratsim, a mountain in Palestine; Perazim.
H6560	פֶּרֶץ עֻזָּא	Perets ʻUzzâʼ	peh'-rets ooz-zaw'	x-pn	Proper Name Location	from פֶּרֶץ and עֻזָּא; break of Uzza; Perets-Uzza, a place in Palestine; Perezuzza.
H6561	פָּרַק	pâraq	paw-rak'	heb	Verb	a primitive root; to break off or crunch; figuratively, to deliver; break (off), deliver, redeem, rend (in pieces), tear in pieces.
H6562	פְּרַק	pᵉraq	per-ak'	arc	Verb	(Aramaic) corresponding to פָּרַק; to discontinue; break off.
H6563	פֶּרֶק	pereq	peh'-rek	heb	Noun Masculine	from פָּרַק; rapine; also a fork (in roads); crossway, robbery.
H6564	פָּרָק	pârâq	paw-rawk'	heb	Noun Masculine	from פָּרַק; soup (as full of crumbed meat); broth. See also מַרְפֵּא.
H6565	פָּרַר	pârar	paw-rar'	heb	Verb	a primitive root; to break up (usually figuratively), i.e. to violate, frustrate; [idiom] any ways, break (asunder), cast off, cause to cease, [idiom] clean, defeat, disannul, disappoint, dissolve, divide, make of none effect, fail, frustrate, bring (come) to nought, [idiom] utterly, make void.
H6566	פָּרַשׂ	pâras	paw-ras'	heb	Verb	a primitive root; to break apart, disperse, etc.; break, chop in pieces, lay open, scatter, spread (abroad, forth, selves, out), stretch (forth, out).
H6567	פָּרָשׁ	pârâsh	paw-rash'	heb	Verb	a primitive root; to separate, literally (to disperse) or figuratively (to specify); also (by implication) to wound; scatter, declare, distinctly, shew, sting.
H6568	פְּרַשׁ	pᵉrash	per-ash'	arc	Verb	(Aramaic) corresponding to פָּרָשׁ; to specify; distinctly.
H6569	פֶּרֶשׁ	peresh	peh'-resh	heb	Noun Masculine	from פָּרָשׁ; excrement (as eliminated); dung.
H6570	פֶּרֶשׁ	Peresh	peh'-resh	x-pn	Proper Name Masculine	the same as פֶּרֶשׁ; Peresh, an Israelite; Peresh.
H6571	פָּרָשׁ	pârâsh	paw-rawsh'	heb	Noun Masculine	from פָּרָשׁ; (compare סוּס); a steed (as stretched out to a vehicle, not single nor for mounting ); also (by implication) a driver (in a chariot), i.e. (collectively) cavalry; horseman.
H6572	פַּרְשֶׁגֶן	parshegen	par-sheh'-ghen	heb	Noun Masculine	or פַּתְשֶׁגֶן; of foreign origin; a transcript; copy.
H6573	פַּרְשֶׁגֶן	parshegen	par-sheh'-ghen	arc	Noun Masculine	(Aramaic) corresponding to פַּרְשֶׁגֶן; {a transcript}; copy.
H6574	פַּרְשְׁדֹן	parshᵉdôn	par-shed-one'	heb	Noun Masculine	perhaps by compounding פָּרָשׁ and פָּרַד (in the sense of straddling) (compare פַּרְשֵׁז); the crotch (or anus); dirt.
H6575	פָּרָשָׁה	pârâshâh	paw-raw-shaw'	heb	Noun Feminine	from פָּרָשׁ; exposition; declaration, sum.
H6576	פַּרְשֵׁז	parshêz	par-shaze'	heb		a root apparently formed by compounding פָּרָשׁ and that of פָּרָז (compare פַּרְשְׁדֹן); to expand; spread.
H6577	פַּרְשַׁנְדָּתָא	Parshandâthâʼ	par-shan-daw-thaw'	x-pn	Proper Name Masculine	of Persian origin; Parshandatha, a son of Haman; Parshandatha.
H6578	פְּרָת	Pᵉrâth	per-awth'	x-pn	Proper Name Masculine	from an unused root meaning to break forth; rushing; Perath (i.e. Euphrates), a river of the East; Euphrates.
H6579	פַּרְתַּם	partam	par-tam'	heb	Noun Masculine	of Persian origin; a grandee; (most) noble, prince.
H6580	פַּשׁ	pash	pash	heb	Noun Masculine	probably from an unused root meaning to disintegrate; stupidity (as a result of grossness or of degeneracy); extremity.
H6581	פָּשָׂה	pâsâh	paw-saw'	heb	Verb	a primitive root; to spread; spread.
H6582	פָּשַׁח	pâshach	paw-shakh'	heb	Verb	a primitive root; to tear in pieces; pull in pieces.
H6583	פַּשְׁחוּר	Pashchûwr	pash-khoor'	x-pn	Proper Name Masculine	probably from פָּשַׁח; liberation; Pashchur, the name of four Israelites; Pashur.
H6584	פָּשַׁט	pâshaṭ	paw-shat'	heb	Verb	a primitive root; to spread out (i.e. deploy in hostile array); by analogy, to strip (i.e. unclothe, plunder, flay, etc.); fall upon, flay, invade, make an invasion, pull off, put off, make a road, run upon, rush, set, spoil, spread selves (abroad), strip (off, self).
H6585	פָּשַׂע	pâsaʻ	paw-sah'	heb	Verb	a primitive root; to stride (from spreading the legs), i.e. rush upon; go.
H6586	פָּשַׁע	pâshaʻ	paw-shah'	heb	Verb	a primitive root (identical with through the idea of expansion); to break away (from just authority), i.e. trespass, apostatize, quarrel; offend, rebel, revolt, transgress(-ion, -or).
H6587	פֶּשַׂע	pesaʻ	peh'-sah	heb	Noun Masculine	from פָּשַׂע; a stride; step.
H6588	פֶּשַׁע	peshaʻ	peh'-shah	heb	Noun Masculine	from פָּשַׁע; a revolt (national, moral or religious); rebellion, sin, transgression, trespass.
H6589	פָּשַׂק	pâsaq	paw-sak'	heb	Verb	a primitive root; to dispart (the feet or lips), i.e. become licentious; open (wide).
H6590	פְּשַׁר	pᵉshar	pesh-ar'	arc	Verb	(Aramaic) corresponding to פָּתַר; to interpret; make (interpretations), interpreting.
H6591	פְּשַׁר	pᵉshar	pesh-ar'	arc	Noun Masculine	(Aramaic) from פְּשַׁר; an interpretation; interpretation.
H6592	פֵּשֶׁר	pêsher	pay'-sher	heb	Noun Masculine	corresponding to פְּשַׁר; {an interpretation}; interpretation.
H6593	פִּשְׁתֶּה	pishteh	pish-teh'	heb	Noun Feminine	from the same as פַּשׁ as in the sense of comminuting; linen (i.e. the thread, as carded); flax, linen.
H6594	פִּשְׁתָּה	pishtâh	pish-taw'	heb	Noun Feminine	feminine of פִּשְׁתֶּה; flax; by implication, a wick; flax, tow.
H6595	פַּת	path	path	heb	Noun Feminine	from פָּתַת; a bit; meat, morsel, piece.
H6596	פֹּת	pôth	pohth	heb	Noun Feminine	or פֹּתָה; (Ezekiel 13:19), from an unused root meaning to open; a hole, i.e. hinge or the female pudenda; hinge, secret participle
H6597	פִּתְאוֹם	pithʼôwm	pith-ome'	heb		or פִּתְאֹם; from פֶּתַע; instantly; straightway, sudden(-ly).
H6598	פַּתְבַּג	pathbag	pathbag'	heb	Noun Masculine	of Persian origin; a dainty; portion (provision) of meat.
H6599	פִּתְגָּם	pithgâm	pith-gawm'	heb	Noun Masculine	of Persian origin; a (judicial) sentence; decree, sentence.
